year,scientific_name,functional_group,Landed value (tonnes)
2018,Sciaenidae,Medium demersals (30 - 89 cm),617.3212613
2018,Sciaenidae,Medium demersals (30 - 89 cm),190.2518763
2018,Trichiuridae,Large benthopelagics (>=90 cm),190.2518763
2018,Scombridae,Medium pelagics (30 - 89 cm),0.107697359
2018,Scombridae,Medium pelagics (30 - 89 cm),966.0263908
2018,Soleidae,Small to medium flatfishes (<90 cm),28.8439302
2018,Peristediidae,Medium bathydemersals (30 - 89 cm),1268.674889
2018,Sepiidae,Cephalopods,8449.503988
2018,Palinuridae,"Lobsters, crabs",74.52657239
2018,Palinuridae,"Lobsters, crabs",432.658953
2018,Scyllaridae,"Lobsters, crabs",10.76973589
2018,Cardiidae,Other demersal invertebrates,28.50179106
2018,Lophius,Medium bathydemersals (30 - 89 cm),230.9031376
2018,Trachinus,Medium demersals (30 - 89 cm),509.6239025
2018,Epinephelus,Medium reef assoc. fish (30 - 89 cm),71.08025688
2018,Epinephelus,Medium reef assoc. fish (30 - 89 cm),230.7514416
2018,Gymnothorax,Large reef assoc. fish (>=90 cm),33.17078655
2018,Caranx,Medium reef assoc. fish (30 - 89 cm),1031.306675
2018,Caranx,Medium reef assoc. fish (30 - 89 cm),961.2909671
2018,Plectorhinchus,Medium reef assoc. fish (30 - 89 cm),821.5154544
2018,Scomberomorus,Large pelagics (>=90 cm),3093.920028
2018,Scomberomorus,Large pelagics (>=90 cm),3300.59017
2018,Merluccius,Medium bathydemersals (30 - 89 cm),190.2518763
2018,Trachurus,Medium pelagics (30 - 89 cm),8814.38265
2018,Pagrus,Medium benthopelagics (30 - 89 cm),343.7699697
2018,Pagellus,Medium benthopelagics (30 - 89 cm),283.0286593
2018,Pagellus,Medium benthopelagics (30 - 89 cm),28.8439302
2018,Auxis,Medium pelagics (30 - 89 cm),509.1931129
2018,Dicentrarchus,Large demersals (>=90 cm),11.20052533
2018,Liza,Medium pelagics (30 - 89 cm),1108.421218
2018,Phycis,Medium benthopelagics (30 - 89 cm),164.130775
2018,Loligo,Cephalopods,28.8439302
2018,Sepia,Cephalopods,144.2196511
2018,Donax,Other demersal invertebrates,1.965640764
2018,Argentina sphyraena,Medium pelagics (30 - 89 cm),227.0260326
2018,Merluccius merluccius,Large demersals (>=90 cm),2412.42084
2018,Dicentrarchus labrax,Large demersals (>=90 cm),28.8439302
2018,Engraulis encrasicolus,Small pelagics (<30 cm),9518.723365
2018,Engraulis encrasicolus,Small pelagics (<30 cm),2064.644639
2018,Acanthocybium solandri,Large pelagics (>=90 cm),0.107697359
2018,Orcynopsis unicolor,Large pelagics (>=90 cm),16.36999856
2018,Sarda sarda,Medium pelagics (30 - 89 cm),1759.774846
2018,Boops boops,Medium demersals (30 - 89 cm),1310.461463
2018,Sarpa salpa,Medium benthopelagics (30 - 89 cm),101.6663068
2018,Bothus podas,Small to medium flatfishes (<90 cm),42.2173647
2018,Conger conger,Large demersals (>=90 cm),469.1296956
2018,Conger conger,Large demersals (>=90 cm),288.439302
2018,Pomatomus saltatrix,Large pelagics (>=90 cm),0.430789436
2018,Plectorhinchus mediterraneus,Medium demersals (30 - 89 cm),1448.744872
2018,Argyrosomus regius,Large benthopelagics (>=90 cm),28.8439302
2018,Pagellus bellottii,Medium demersals (30 - 89 cm),95.20446531
2018,Solea solea,Small to medium flatfishes (<90 cm),1265.659361
2018,Hexanchus griseus,Large sharks (>=90 cm),13.35447252
2018,Lithognathus mormyrus,Medium benthopelagics (30 - 89 cm),24.12420839
2018,Carcharodon carcharias,Large sharks (>=90 cm),0.107697359
2018,Carcharodon carcharias,Large sharks (>=90 cm),0.107697359
2018,Isurus oxyrinchus,Large sharks (>=90 cm),13.78526194
2018,Mullus barbatus barbatus,Medium demersals (30 - 89 cm),219.7026122
2018,Pagellus acarne,Medium benthopelagics (30 - 89 cm),345.9239169
2018,Pagellus erythrinus,Medium benthopelagics (30 - 89 cm),426.0507519
2018,Sphyrna zygaena,Large sharks (>=90 cm),0.107697359
2018,Sardinella aurita,Small pelagics (<30 cm),10.33894646
2018,Sardinella maderensis,Medium pelagics (30 - 89 cm),7305.327248
2018,Sparus aurata,Medium demersals (30 - 89 cm),77.54209844
2018,Trichiurus lepturus,Large benthopelagics (>=90 cm),850.8091357
2018,Mullus surmuletus,Medium demersals (30 - 89 cm),403.8150229
2018,Sardina pilchardus,Small pelagics (<30 cm),405506.8345
2018,Sardina pilchardus,Small pelagics (<30 cm),7951.374467
2018,Sardina pilchardus,Small pelagics (<30 cm),45251.70681
2018,Spondyliosoma cantharus,Medium benthopelagics (30 - 89 cm),1248.427784
2018,Trisopterus luscus,Medium benthopelagics (30 - 89 cm),305.8604994
2018,Zeus faber,Medium benthopelagics (30 - 89 cm),535.4712683
2018,Diplodus sargus sargus,Medium demersals (30 - 89 cm),942.1364954
2018,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),28.8439302
2018,Campogramma glaycos,Medium benthopelagics (30 - 89 cm),487.2228517
2018,Umbrina canariensis,Medium demersals (30 - 89 cm),294.2291847
2018,Parapenaeus longirostris,Shrimps,104.3086155
2018,Homarus gammarus,"Lobsters, crabs",18.0931563
2018,Maja squinado,"Lobsters, crabs",3.877104925
2018,Chamelea gallina,Other demersal invertebrates,33.41589297
2018,Callista chione,Other demersal invertebrates,20.639228
2018,Acanthocardia tuberculata,Other demersal invertebrates,13.75948533
