year;functional_group;Landed value (tonnes)
1950;Other demersal invertebrates;70,6401
1950;Large sharks (>=90 cm);282,5604
1950;Other demersal invertebrates;282,5604
1950;Other demersal invertebrates;253,5456
1950;Large pelagics (>=90 cm);1059,6015
1950;Medium reef assoc. fish (30 - 89 cm);0,210443182
1950;Small to medium flatfishes (<90 cm);70,6401
1950;Lobsters, crabs;1059,6015
1950;Medium reef assoc. fish (30 - 89 cm);565,1208
1950;Medium reef assoc. fish (30 - 89 cm);0,016835455
1950;Medium benthopelagics (30 - 89 cm);70,6401
1950;Small to medium rays (<90 cm);0,042088636
1950;Cephalopods;70,6401
1950;Cephalopods;353,2005
1950;Other demersal invertebrates;36,2208
1950;Large demersals (>=90 cm);70,6401
1950;Large demersals (>=90 cm);4,050610364
1950;Large demersals (>=90 cm);706,401
1950;Large demersals (>=90 cm);0,028752316
1950;Large pelagics (>=90 cm);0,828304364
1950;Medium pelagics (30 - 89 cm);1,397342727
1950;Large benthopelagics (>=90 cm);70,6401
1950;Large benthopelagics (>=90 cm);6,886658219
1950;Large pelagics (>=90 cm);0,005083647
1950;Large reef assoc. fish (>=90 cm);0,129633
1950;Medium demersals (30 - 89 cm);3,34397517
1950;Medium demersals (30 - 89 cm);988,9614
1950;Medium demersals (30 - 89 cm);0,007625471
1950;Large reef assoc. fish (>=90 cm);0,038837083
1950;Medium pelagics (30 - 89 cm);0,0462975
1950;Medium benthopelagics (30 - 89 cm);0,037879773
1950;Medium benthopelagics (30 - 89 cm);70,6401
1950;Medium benthopelagics (30 - 89 cm);21,41631571
1950;Medium benthopelagics (30 - 89 cm);0,064314737
1950;Medium benthopelagics (30 - 89 cm);0,221402733
1950;Other demersal invertebrates;615,7536
1950;Other demersal invertebrates;380,3184
1950;Other demersal invertebrates;507,0912
1951;Other demersal invertebrates;70,185258
1951;Large sharks (>=90 cm);280,741032
1951;Other demersal invertebrates;280,741032
1951;Other demersal invertebrates;252,137004
1951;Large pelagics (>=90 cm);1052,77887
1951;Medium reef assoc. fish (30 - 89 cm);0,210443182
1951;Small to medium flatfishes (<90 cm);70,185258
1951;Lobsters, crabs;1052,77887
1951;Medium reef assoc. fish (30 - 89 cm);561,482064
1951;Medium reef assoc. fish (30 - 89 cm);0,016835455
1951;Medium benthopelagics (30 - 89 cm);70,185258
1951;Small to medium rays (<90 cm);0,042088636
1951;Cephalopods;70,185258
1951;Cephalopods;350,92629
1951;Other demersal invertebrates;36,019572
1951;Large demersals (>=90 cm);70,185258
1951;Large demersals (>=90 cm);4,050610364
1951;Large demersals (>=90 cm);701,85258
1951;Large demersals (>=90 cm);0,028752316
1951;Large pelagics (>=90 cm);0,828304364
1951;Medium pelagics (30 - 89 cm);1,397342727
1951;Large benthopelagics (>=90 cm);70,185258
1951;Large benthopelagics (>=90 cm);6,886658219
1951;Large pelagics (>=90 cm);0,005083647
1951;Large reef assoc. fish (>=90 cm);0,129633
1951;Medium demersals (30 - 89 cm);3,34397517
1951;Medium demersals (30 - 89 cm);982,593612
1951;Medium demersals (30 - 89 cm);0,007625471
1951;Large reef assoc. fish (>=90 cm);0,038837083
1951;Medium pelagics (30 - 89 cm);0,0462975
1951;Medium benthopelagics (30 - 89 cm);0,037879773
1951;Medium benthopelagics (30 - 89 cm);70,185258
1951;Medium benthopelagics (30 - 89 cm);21,41631571
1951;Medium benthopelagics (30 - 89 cm);0,064314737
1951;Medium benthopelagics (30 - 89 cm);0,221402733
1951;Other demersal invertebrates;612,332724
1951;Other demersal invertebrates;378,205506
1951;Other demersal invertebrates;504,274008
1952;Other demersal invertebrates;69,729516
1952;Large sharks (>=90 cm);278,918064
1952;Other demersal invertebrates;278,918064
1952;Other demersal invertebrates;250,728408
1952;Large pelagics (>=90 cm);1045,94274
1952;Medium reef assoc. fish (30 - 89 cm);0,420886364
1952;Small to medium flatfishes (<90 cm);69,729516
1952;Lobsters, crabs;1045,94274
1952;Medium reef assoc. fish (30 - 89 cm);557,836128
1952;Medium reef assoc. fish (30 - 89 cm);0,033670909
1952;Medium benthopelagics (30 - 89 cm);69,729516
1952;Small to medium rays (<90 cm);0,084177273
1952;Cephalopods;69,729516
1952;Cephalopods;348,64758
1952;Other demersal invertebrates;35,818344
1952;Large demersals (>=90 cm);69,729516
1952;Large demersals (>=90 cm);8,101220727
1952;Large demersals (>=90 cm);697,29516
1952;Large demersals (>=90 cm);0,057504631
1952;Large pelagics (>=90 cm);1,656608727
1952;Medium pelagics (30 - 89 cm);2,794685455
1952;Large benthopelagics (>=90 cm);69,729516
1952;Large benthopelagics (>=90 cm);13,77331644
1952;Large pelagics (>=90 cm);0,010167294
1952;Large reef assoc. fish (>=90 cm);0,259266
1952;Medium demersals (30 - 89 cm);6,68795034
1952;Medium demersals (30 - 89 cm);976,213224
1952;Medium demersals (30 - 89 cm);0,015250941
1952;Large reef assoc. fish (>=90 cm);0,077674166
1952;Medium pelagics (30 - 89 cm);0,092595
1952;Medium benthopelagics (30 - 89 cm);0,075759546
1952;Medium benthopelagics (30 - 89 cm);69,729516
1952;Medium benthopelagics (30 - 89 cm);42,83263141
1952;Medium benthopelagics (30 - 89 cm);0,128629475
1952;Medium benthopelagics (30 - 89 cm);0,442805465
1952;Other demersal invertebrates;608,911848
1952;Other demersal invertebrates;376,092612
1952;Other demersal invertebrates;501,456816
1953;Other demersal invertebrates;69,273774
1953;Large sharks (>=90 cm);277,095096
1953;Other demersal invertebrates;277,095096
1953;Other demersal invertebrates;249,319812
1953;Large pelagics (>=90 cm);1039,10661
1953;Medium reef assoc. fish (30 - 89 cm);0,631329546
1953;Small to medium flatfishes (<90 cm);69,273774
1953;Lobsters, crabs;1039,10661
1953;Medium reef assoc. fish (30 - 89 cm);554,190192
1953;Medium reef assoc. fish (30 - 89 cm);0,050506364
1953;Medium benthopelagics (30 - 89 cm);69,273774
1953;Small to medium rays (<90 cm);0,126265909
1953;Cephalopods;69,273774
1953;Cephalopods;346,36887
1953;Other demersal invertebrates;35,617116
1953;Large demersals (>=90 cm);69,273774
1953;Large demersals (>=90 cm);12,15183109
1953;Large demersals (>=90 cm);692,73774
1953;Large demersals (>=90 cm);0,086256947
1953;Large pelagics (>=90 cm);2,484913091
1953;Medium pelagics (30 - 89 cm);4,192028182
1953;Large benthopelagics (>=90 cm);69,273774
1953;Large benthopelagics (>=90 cm);20,65997466
1953;Large pelagics (>=90 cm);0,015250941
1953;Large reef assoc. fish (>=90 cm);0,388899
1953;Medium demersals (30 - 89 cm);10,03192551
1953;Medium demersals (30 - 89 cm);969,832836
1953;Medium demersals (30 - 89 cm);0,022876412
1953;Large reef assoc. fish (>=90 cm);0,116511249
1953;Medium pelagics (30 - 89 cm);0,1388925
1953;Medium benthopelagics (30 - 89 cm);0,113639318
1953;Medium benthopelagics (30 - 89 cm);69,273774
1953;Medium benthopelagics (30 - 89 cm);64,24894712
1953;Medium benthopelagics (30 - 89 cm);0,192944212
1953;Medium benthopelagics (30 - 89 cm);0,664208198
1953;Other demersal invertebrates;605,490972
1953;Other demersal invertebrates;373,979718
1953;Other demersal invertebrates;498,639624
1954;Other demersal invertebrates;68,818032
1954;Large sharks (>=90 cm);275,272128
1954;Other demersal invertebrates;275,272128
1954;Other demersal invertebrates;247,911216
1954;Large pelagics (>=90 cm);1032,27048
1954;Medium reef assoc. fish (30 - 89 cm);0,841772727
1954;Small to medium flatfishes (<90 cm);68,818032
1954;Lobsters, crabs;1032,27048
1954;Medium reef assoc. fish (30 - 89 cm);550,544256
1954;Medium reef assoc. fish (30 - 89 cm);0,067341818
1954;Medium benthopelagics (30 - 89 cm);68,818032
1954;Small to medium rays (<90 cm);0,168354546
1954;Cephalopods;68,818032
1954;Cephalopods;344,09016
1954;Other demersal invertebrates;35,415888
1954;Large demersals (>=90 cm);68,818032
1954;Large demersals (>=90 cm);16,20244145
1954;Large demersals (>=90 cm);688,18032
1954;Large demersals (>=90 cm);0,115009262
1954;Large pelagics (>=90 cm);3,313217455
1954;Medium pelagics (30 - 89 cm);5,589370909
1954;Large benthopelagics (>=90 cm);68,818032
1954;Large benthopelagics (>=90 cm);27,54663288
1954;Large pelagics (>=90 cm);0,020334588
1954;Large reef assoc. fish (>=90 cm);0,518532
1954;Medium demersals (30 - 89 cm);13,37590068
1954;Medium demersals (30 - 89 cm);963,452448
1954;Medium demersals (30 - 89 cm);0,030501882
1954;Large reef assoc. fish (>=90 cm);0,155348332
1954;Medium pelagics (30 - 89 cm);0,18519
1954;Medium benthopelagics (30 - 89 cm);0,151519091
1954;Medium benthopelagics (30 - 89 cm);68,818032
1954;Medium benthopelagics (30 - 89 cm);85,66526282
1954;Medium benthopelagics (30 - 89 cm);0,25725895
1954;Medium benthopelagics (30 - 89 cm);0,885610931
1954;Other demersal invertebrates;602,070096
1954;Other demersal invertebrates;371,866824
1954;Other demersal invertebrates;495,822432
1955;Other demersal invertebrates;68,36229
1955;Large sharks (>=90 cm);273,44916
1955;Other demersal invertebrates;273,44916
1955;Other demersal invertebrates;246,50262
1955;Large pelagics (>=90 cm);1025,43435
1955;Medium reef assoc. fish (30 - 89 cm);1,052215909
1955;Small to medium flatfishes (<90 cm);68,36229
1955;Lobsters, crabs;1025,43435
1955;Medium reef assoc. fish (30 - 89 cm);546,89832
1955;Medium reef assoc. fish (30 - 89 cm);0,084177273
1955;Medium benthopelagics (30 - 89 cm);68,36229
1955;Small to medium rays (<90 cm);0,210443182
1955;Cephalopods;68,36229
1955;Cephalopods;341,81145
1955;Other demersal invertebrates;35,21466
1955;Large demersals (>=90 cm);68,36229
1955;Large demersals (>=90 cm);20,25305182
1955;Large demersals (>=90 cm);683,6229
1955;Large demersals (>=90 cm);0,143761578
1955;Large pelagics (>=90 cm);4,141521818
1955;Medium pelagics (30 - 89 cm);6,986713636
1955;Large benthopelagics (>=90 cm);68,36229
1955;Large benthopelagics (>=90 cm);34,4332911
1955;Large pelagics (>=90 cm);0,025418235
1955;Large reef assoc. fish (>=90 cm);0,648165
1955;Medium demersals (30 - 89 cm);16,71987585
1955;Medium demersals (30 - 89 cm);957,07206
1955;Medium demersals (30 - 89 cm);0,038127353
1955;Large reef assoc. fish (>=90 cm);0,194185414
1955;Medium pelagics (30 - 89 cm);0,2314875
1955;Medium benthopelagics (30 - 89 cm);0,189398864
1955;Medium benthopelagics (30 - 89 cm);68,36229
1955;Medium benthopelagics (30 - 89 cm);107,0815785
1955;Medium benthopelagics (30 - 89 cm);0,321573687
1955;Medium benthopelagics (30 - 89 cm);1,107013663
1955;Other demersal invertebrates;598,64922
1955;Other demersal invertebrates;369,75393
1955;Other demersal invertebrates;493,00524
1956;Other demersal invertebrates;67,906548
1956;Large sharks (>=90 cm);271,626192
1956;Other demersal invertebrates;271,626192
1956;Other demersal invertebrates;245,094024
1956;Large pelagics (>=90 cm);1018,59822
1956;Medium reef assoc. fish (30 - 89 cm);1,262659091
1956;Small to medium flatfishes (<90 cm);67,906548
1956;Lobsters, crabs;1018,59822
1956;Medium reef assoc. fish (30 - 89 cm);543,252384
1956;Medium reef assoc. fish (30 - 89 cm);0,101012727
1956;Medium benthopelagics (30 - 89 cm);67,906548
1956;Small to medium rays (<90 cm);0,252531818
1956;Cephalopods;67,906548
1956;Cephalopods;339,53274
1956;Other demersal invertebrates;35,013432
1956;Large demersals (>=90 cm);67,906548
1956;Large demersals (>=90 cm);24,30366218
1956;Large demersals (>=90 cm);679,06548
1956;Large demersals (>=90 cm);0,172513893
1956;Large pelagics (>=90 cm);4,969826182
1956;Medium pelagics (30 - 89 cm);8,384056364
1956;Large benthopelagics (>=90 cm);67,906548
1956;Large benthopelagics (>=90 cm);41,31994932
1956;Large pelagics (>=90 cm);0,030501882
1956;Large reef assoc. fish (>=90 cm);0,777798
1956;Medium demersals (30 - 89 cm);20,06385102
1956;Medium demersals (30 - 89 cm);950,691672
1956;Medium demersals (30 - 89 cm);0,045752824
1956;Large reef assoc. fish (>=90 cm);0,233022497
1956;Medium pelagics (30 - 89 cm);0,277785
1956;Medium benthopelagics (30 - 89 cm);0,227278636
1956;Medium benthopelagics (30 - 89 cm);67,906548
1956;Medium benthopelagics (30 - 89 cm);128,4978942
1956;Medium benthopelagics (30 - 89 cm);0,385888425
1956;Medium benthopelagics (30 - 89 cm);1,328416396
1956;Other demersal invertebrates;595,228344
1956;Other demersal invertebrates;367,641036
1956;Other demersal invertebrates;490,188048
1957;Other demersal invertebrates;67,450806
1957;Large sharks (>=90 cm);269,803224
1957;Other demersal invertebrates;269,803224
1957;Other demersal invertebrates;243,685428
1957;Large pelagics (>=90 cm);1011,76209
1957;Medium reef assoc. fish (30 - 89 cm);1,473102273
1957;Small to medium flatfishes (<90 cm);67,450806
1957;Lobsters, crabs;1011,76209
1957;Medium reef assoc. fish (30 - 89 cm);539,606448
1957;Medium reef assoc. fish (30 - 89 cm);0,117848182
1957;Medium benthopelagics (30 - 89 cm);67,450806
1957;Small to medium rays (<90 cm);0,294620455
1957;Cephalopods;67,450806
1957;Cephalopods;337,25403
1957;Other demersal invertebrates;34,812204
1957;Large demersals (>=90 cm);67,450806
1957;Large demersals (>=90 cm);28,35427255
1957;Large demersals (>=90 cm);674,50806
1957;Large demersals (>=90 cm);0,201266209
1957;Large pelagics (>=90 cm);5,798130546
1957;Medium pelagics (30 - 89 cm);9,781399091
1957;Large benthopelagics (>=90 cm);67,450806
1957;Large benthopelagics (>=90 cm);48,20660753
1957;Large pelagics (>=90 cm);0,035585529
1957;Large reef assoc. fish (>=90 cm);0,907431
1957;Medium demersals (30 - 89 cm);23,40782619
1957;Medium demersals (30 - 89 cm);944,311284
1957;Medium demersals (30 - 89 cm);0,053378294
1957;Large reef assoc. fish (>=90 cm);0,27185958
1957;Medium pelagics (30 - 89 cm);0,3240825
1957;Medium benthopelagics (30 - 89 cm);0,265158409
1957;Medium benthopelagics (30 - 89 cm);67,450806
1957;Medium benthopelagics (30 - 89 cm);149,9142099
1957;Medium benthopelagics (30 - 89 cm);0,450203162
1957;Medium benthopelagics (30 - 89 cm);1,549819128
1957;Other demersal invertebrates;591,807468
1957;Other demersal invertebrates;365,528142
1957;Other demersal invertebrates;487,370856
1958;Other demersal invertebrates;66,995064
1958;Large sharks (>=90 cm);267,980256
1958;Other demersal invertebrates;267,980256
1958;Other demersal invertebrates;242,276832
1958;Large pelagics (>=90 cm);1004,92596
1958;Medium reef assoc. fish (30 - 89 cm);1,683545455
1958;Small to medium flatfishes (<90 cm);66,995064
1958;Lobsters, crabs;1004,92596
1958;Medium reef assoc. fish (30 - 89 cm);535,960512
1958;Medium reef assoc. fish (30 - 89 cm);0,134683636
1958;Medium benthopelagics (30 - 89 cm);66,995064
1958;Small to medium rays (<90 cm);0,336709091
1958;Cephalopods;66,995064
1958;Cephalopods;334,97532
1958;Other demersal invertebrates;34,610976
1958;Large demersals (>=90 cm);66,995064
1958;Large demersals (>=90 cm);32,40488291
1958;Large demersals (>=90 cm);669,95064
1958;Large demersals (>=90 cm);0,230018524
1958;Large pelagics (>=90 cm);6,626434909
1958;Medium pelagics (30 - 89 cm);11,17874182
1958;Large benthopelagics (>=90 cm);66,995064
1958;Large benthopelagics (>=90 cm);55,09326575
1958;Large pelagics (>=90 cm);0,040669177
1958;Large reef assoc. fish (>=90 cm);1,037064
1958;Medium demersals (30 - 89 cm);26,75180136
1958;Medium demersals (30 - 89 cm);937,930896
1958;Medium demersals (30 - 89 cm);0,061003765
1958;Large reef assoc. fish (>=90 cm);0,310696663
1958;Medium pelagics (30 - 89 cm);0,37038
1958;Medium benthopelagics (30 - 89 cm);0,303038182
1958;Medium benthopelagics (30 - 89 cm);66,995064
1958;Medium benthopelagics (30 - 89 cm);171,3305256
1958;Medium benthopelagics (30 - 89 cm);0,514517899
1958;Medium benthopelagics (30 - 89 cm);1,771221861
1958;Other demersal invertebrates;588,386592
1958;Other demersal invertebrates;363,415248
1958;Other demersal invertebrates;484,553664
1959;Other demersal invertebrates;66,539322
1959;Large sharks (>=90 cm);266,157288
1959;Other demersal invertebrates;266,157288
1959;Other demersal invertebrates;240,868236
1959;Large pelagics (>=90 cm);998,08983
1959;Medium reef assoc. fish (30 - 89 cm);1,893988636
1959;Small to medium flatfishes (<90 cm);66,539322
1959;Lobsters, crabs;998,08983
1959;Medium reef assoc. fish (30 - 89 cm);532,314576
1959;Medium reef assoc. fish (30 - 89 cm);0,151519091
1959;Medium benthopelagics (30 - 89 cm);66,539322
1959;Small to medium rays (<90 cm);0,378797727
1959;Cephalopods;66,539322
1959;Cephalopods;332,69661
1959;Other demersal invertebrates;34,409748
1959;Large demersals (>=90 cm);66,539322
1959;Large demersals (>=90 cm);36,45549327
1959;Large demersals (>=90 cm);665,39322
1959;Large demersals (>=90 cm);0,25877084
1959;Large pelagics (>=90 cm);7,454739273
1959;Medium pelagics (30 - 89 cm);12,57608455
1959;Large benthopelagics (>=90 cm);66,539322
1959;Large benthopelagics (>=90 cm);61,97992397
1959;Large pelagics (>=90 cm);0,045752824
1959;Large reef assoc. fish (>=90 cm);1,166697
1959;Medium demersals (30 - 89 cm);30,09577653
1959;Medium demersals (30 - 89 cm);931,550508
1959;Medium demersals (30 - 89 cm);0,068629235
1959;Large reef assoc. fish (>=90 cm);0,349533746
1959;Medium pelagics (30 - 89 cm);0,4166775
1959;Medium benthopelagics (30 - 89 cm);0,340917955
1959;Medium benthopelagics (30 - 89 cm);66,539322
1959;Medium benthopelagics (30 - 89 cm);192,7468414
1959;Medium benthopelagics (30 - 89 cm);0,578832637
1959;Medium benthopelagics (30 - 89 cm);1,992624594
1959;Other demersal invertebrates;584,965716
1959;Other demersal invertebrates;361,302354
1959;Other demersal invertebrates;481,736472
1960;Other demersal invertebrates;66,08358
1960;Large sharks (>=90 cm);264,33432
1960;Other demersal invertebrates;264,33432
1960;Other demersal invertebrates;239,45964
1960;Large pelagics (>=90 cm);991,2537
1960;Medium reef assoc. fish (30 - 89 cm);2,104431818
1960;Small to medium flatfishes (<90 cm);66,08358
1960;Lobsters, crabs;991,2537
1960;Medium reef assoc. fish (30 - 89 cm);528,66864
1960;Medium reef assoc. fish (30 - 89 cm);0,168354546
1960;Medium benthopelagics (30 - 89 cm);66,08358
1960;Small to medium rays (<90 cm);0,420886364
1960;Cephalopods;66,08358
1960;Cephalopods;330,4179
1960;Other demersal invertebrates;34,20852
1960;Large demersals (>=90 cm);66,08358
1960;Large demersals (>=90 cm);40,50610364
1960;Large demersals (>=90 cm);660,8358
1960;Large demersals (>=90 cm);0,287523155
1960;Large pelagics (>=90 cm);8,283043636
1960;Medium pelagics (30 - 89 cm);13,97342727
1960;Large benthopelagics (>=90 cm);66,08358
1960;Large benthopelagics (>=90 cm);68,86658219
1960;Large pelagics (>=90 cm);0,050836471
1960;Large reef assoc. fish (>=90 cm);1,29633
1960;Medium demersals (30 - 89 cm);33,4397517
1960;Medium demersals (30 - 89 cm);925,17012
1960;Medium demersals (30 - 89 cm);0,076254706
1960;Large reef assoc. fish (>=90 cm);0,388370829
1960;Medium pelagics (30 - 89 cm);0,462975
1960;Medium benthopelagics (30 - 89 cm);0,378797727
1960;Medium benthopelagics (30 - 89 cm);66,08358
1960;Medium benthopelagics (30 - 89 cm);214,1631571
1960;Medium benthopelagics (30 - 89 cm);0,643147374
1960;Medium benthopelagics (30 - 89 cm);2,214027326
1960;Other demersal invertebrates;581,54484
1960;Other demersal invertebrates;359,18946
1960;Other demersal invertebrates;478,91928
1961;Other demersal invertebrates;65,627838
1961;Large sharks (>=90 cm);262,511352
1961;Other demersal invertebrates;262,511352
1961;Other demersal invertebrates;238,051044
1961;Large pelagics (>=90 cm);984,41757
1961;Medium reef assoc. fish (30 - 89 cm);2,314875
1961;Small to medium flatfishes (<90 cm);65,627838
1961;Lobsters, crabs;984,41757
1961;Medium reef assoc. fish (30 - 89 cm);525,022704
1961;Medium reef assoc. fish (30 - 89 cm);0,18519
1961;Medium benthopelagics (30 - 89 cm);65,627838
1961;Small to medium rays (<90 cm);0,462975
1961;Cephalopods;65,627838
1961;Cephalopods;328,13919
1961;Other demersal invertebrates;34,007292
1961;Large demersals (>=90 cm);65,627838
1961;Large demersals (>=90 cm);44,556714
1961;Large demersals (>=90 cm);656,27838
1961;Large demersals (>=90 cm);0,316275471
1961;Large pelagics (>=90 cm);9,111348
1961;Medium pelagics (30 - 89 cm);15,37077
1961;Large benthopelagics (>=90 cm);65,627838
1961;Large benthopelagics (>=90 cm);75,75324041
1961;Large pelagics (>=90 cm);0,055920118
1961;Large reef assoc. fish (>=90 cm);1,425963
1961;Medium demersals (30 - 89 cm);36,78372687
1961;Medium demersals (30 - 89 cm);918,789732
1961;Medium demersals (30 - 89 cm);0,083880177
1961;Large reef assoc. fish (>=90 cm);0,427207912
1961;Medium pelagics (30 - 89 cm);0,5092725
1961;Medium benthopelagics (30 - 89 cm);0,4166775
1961;Medium benthopelagics (30 - 89 cm);65,627838
1961;Medium benthopelagics (30 - 89 cm);235,5794728
1961;Medium benthopelagics (30 - 89 cm);0,707462112
1961;Medium benthopelagics (30 - 89 cm);2,435430059
1961;Other demersal invertebrates;578,123964
1961;Other demersal invertebrates;357,076566
1961;Other demersal invertebrates;476,102088
1962;Other demersal invertebrates;65,172096
1962;Large sharks (>=90 cm);260,688384
1962;Other demersal invertebrates;260,688384
1962;Other demersal invertebrates;236,642448
1962;Large pelagics (>=90 cm);977,58144
1962;Medium reef assoc. fish (30 - 89 cm);2,525318182
1962;Small to medium flatfishes (<90 cm);65,172096
1962;Lobsters, crabs;977,58144
1962;Medium reef assoc. fish (30 - 89 cm);521,376768
1962;Medium reef assoc. fish (30 - 89 cm);0,202025455
1962;Medium benthopelagics (30 - 89 cm);65,172096
1962;Small to medium rays (<90 cm);0,505063636
1962;Cephalopods;65,172096
1962;Cephalopods;325,86048
1962;Other demersal invertebrates;33,806064
1962;Large demersals (>=90 cm);65,172096
1962;Large demersals (>=90 cm);48,60732436
1962;Large demersals (>=90 cm);651,72096
1962;Large demersals (>=90 cm);0,345027786
1962;Large pelagics (>=90 cm);9,939652364
1962;Medium pelagics (30 - 89 cm);16,76811273
1962;Large benthopelagics (>=90 cm);65,172096
1962;Large benthopelagics (>=90 cm);82,63989863
1962;Large pelagics (>=90 cm);0,061003765
1962;Large reef assoc. fish (>=90 cm);1,555596
1962;Medium demersals (30 - 89 cm);40,12770204
1962;Medium demersals (30 - 89 cm);912,409344
1962;Medium demersals (30 - 89 cm);0,091505647
1962;Large reef assoc. fish (>=90 cm);0,466044995
1962;Medium pelagics (30 - 89 cm);0,55557
1962;Medium benthopelagics (30 - 89 cm);0,454557273
1962;Medium benthopelagics (30 - 89 cm);65,172096
1962;Medium benthopelagics (30 - 89 cm);256,9957885
1962;Medium benthopelagics (30 - 89 cm);0,771776849
1962;Medium benthopelagics (30 - 89 cm);2,656832792
1962;Other demersal invertebrates;574,703088
1962;Other demersal invertebrates;354,963672
1962;Other demersal invertebrates;473,284896
1963;Other demersal invertebrates;64,716354
1963;Large sharks (>=90 cm);258,865416
1963;Other demersal invertebrates;258,865416
1963;Other demersal invertebrates;235,233852
1963;Large pelagics (>=90 cm);970,74531
1963;Medium reef assoc. fish (30 - 89 cm);2,735761364
1963;Small to medium flatfishes (<90 cm);64,716354
1963;Lobsters, crabs;970,74531
1963;Medium reef assoc. fish (30 - 89 cm);517,730832
1963;Medium reef assoc. fish (30 - 89 cm);0,218860909
1963;Medium benthopelagics (30 - 89 cm);64,716354
1963;Small to medium rays (<90 cm);0,547152273
1963;Cephalopods;64,716354
1963;Cephalopods;323,58177
1963;Other demersal invertebrates;33,604836
1963;Large demersals (>=90 cm);64,716354
1963;Large demersals (>=90 cm);52,65793473
1963;Large demersals (>=90 cm);647,16354
1963;Large demersals (>=90 cm);0,373780102
1963;Large pelagics (>=90 cm);10,76795673
1963;Medium pelagics (30 - 89 cm);18,16545545
1963;Large benthopelagics (>=90 cm);64,716354
1963;Large benthopelagics (>=90 cm);89,52655685
1963;Large pelagics (>=90 cm);0,066087412
1963;Large reef assoc. fish (>=90 cm);1,685229
1963;Medium demersals (30 - 89 cm);43,47167721
1963;Medium demersals (30 - 89 cm);906,028956
1963;Medium demersals (30 - 89 cm);0,099131118
1963;Large reef assoc. fish (>=90 cm);0,504882078
1963;Medium pelagics (30 - 89 cm);0,6018675
1963;Medium benthopelagics (30 - 89 cm);0,492437046
1963;Medium benthopelagics (30 - 89 cm);64,716354
1963;Medium benthopelagics (30 - 89 cm);278,4121042
1963;Medium benthopelagics (30 - 89 cm);0,836091587
1963;Medium benthopelagics (30 - 89 cm);2,878235524
1963;Other demersal invertebrates;571,282212
1963;Other demersal invertebrates;352,850778
1963;Other demersal invertebrates;470,467704
1964;Other demersal invertebrates;64,260612
1964;Large sharks (>=90 cm);257,042448
1964;Other demersal invertebrates;257,042448
1964;Other demersal invertebrates;233,825256
1964;Large pelagics (>=90 cm);963,90918
1964;Medium reef assoc. fish (30 - 89 cm);2,946204546
1964;Small to medium flatfishes (<90 cm);64,260612
1964;Lobsters, crabs;963,90918
1964;Medium reef assoc. fish (30 - 89 cm);514,084896
1964;Medium reef assoc. fish (30 - 89 cm);0,235696364
1964;Medium benthopelagics (30 - 89 cm);64,260612
1964;Small to medium rays (<90 cm);0,589240909
1964;Cephalopods;64,260612
1964;Cephalopods;321,30306
1964;Other demersal invertebrates;33,403608
1964;Large demersals (>=90 cm);64,260612
1964;Large demersals (>=90 cm);56,70854509
1964;Large demersals (>=90 cm);642,60612
1964;Large demersals (>=90 cm);0,402532417
1964;Large pelagics (>=90 cm);11,59626109
1964;Medium pelagics (30 - 89 cm);19,56279818
1964;Large benthopelagics (>=90 cm);64,260612
1964;Large benthopelagics (>=90 cm);96,41321507
1964;Large pelagics (>=90 cm);0,071171059
1964;Large reef assoc. fish (>=90 cm);1,814862
1964;Medium demersals (30 - 89 cm);46,81565238
1964;Medium demersals (30 - 89 cm);899,648568
1964;Medium demersals (30 - 89 cm);0,106756588
1964;Large reef assoc. fish (>=90 cm);0,54371916
1964;Medium pelagics (30 - 89 cm);0,648165
1964;Medium benthopelagics (30 - 89 cm);0,530316818
1964;Medium benthopelagics (30 - 89 cm);64,260612
1964;Medium benthopelagics (30 - 89 cm);299,8284199
1964;Medium benthopelagics (30 - 89 cm);0,900406324
1964;Medium benthopelagics (30 - 89 cm);3,099638257
1964;Other demersal invertebrates;567,861336
1964;Other demersal invertebrates;350,737884
1964;Other demersal invertebrates;467,650512
1965;Other demersal invertebrates;63,80487
1965;Large sharks (>=90 cm);255,21948
1965;Other demersal invertebrates;255,21948
1965;Other demersal invertebrates;232,41666
1965;Large pelagics (>=90 cm);957,07305
1965;Medium reef assoc. fish (30 - 89 cm);3,156647727
1965;Small to medium flatfishes (<90 cm);63,80487
1965;Lobsters, crabs;957,07305
1965;Medium reef assoc. fish (30 - 89 cm);510,43896
1965;Medium reef assoc. fish (30 - 89 cm);0,252531818
1965;Medium benthopelagics (30 - 89 cm);63,80487
1965;Small to medium rays (<90 cm);0,631329546
1965;Cephalopods;63,80487
1965;Cephalopods;319,02435
1965;Other demersal invertebrates;33,20238
1965;Large demersals (>=90 cm);63,80487
1965;Large demersals (>=90 cm);60,75915545
1965;Large demersals (>=90 cm);638,0487
1965;Large demersals (>=90 cm);0,431284733
1965;Large pelagics (>=90 cm);12,42456545
1965;Medium pelagics (30 - 89 cm);20,96014091
1965;Large benthopelagics (>=90 cm);63,80487
1965;Large benthopelagics (>=90 cm);103,2998733
1965;Large pelagics (>=90 cm);0,076254706
1965;Large reef assoc. fish (>=90 cm);1,944495
1965;Medium demersals (30 - 89 cm);50,15962755
1965;Medium demersals (30 - 89 cm);893,26818
1965;Medium demersals (30 - 89 cm);0,114382059
1965;Large reef assoc. fish (>=90 cm);0,582556243
